Institute,Academic Program Name,Category,Gender,Closing Rank,College_Branch,State
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",Mechanical Engineering,OBC,Gender-Neutral,140323,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Mechanical Engineering",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",Mechanical Engineering,Open,Female-Only,121307,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Mechanical Engineering",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",Mechanical Engineering,OBC,Female-Only,129412,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Mechanical Engineering",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",Mechanical Engineering,SC,Female-Only,134356,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Mechanical Engineering",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",Mechanical Engineering,ST,Gender-Neutral,142441,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Mechanical Engineering",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",Mechanical Engineering,NT,Gender-Neutral,141164,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Mechanical Engineering",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK","Artificial Intelligence and
Data Science",Open,Gender-Neutral,53003,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Artificial Intelligence and
Data Science",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK","Artificial Intelligence and
Data Science",SC,Gender-Neutral,92736,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Artificial Intelligence and
Data Science",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK","Artificial Intelligence and
Data Science",OBC,Gender-Neutral,57761,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Artificial Intelligence and
Data Science",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK","Artificial Intelligence and
Data Science",Open,Female-Only,55833,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Artificial Intelligence and
Data Science",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK","Artificial Intelligence and
Data Science",OBC,Female-Only,62733,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Artificial Intelligence and
Data Science",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK","Artificial Intelligence and
Data Science",SC,Female-Only,85612,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Artificial Intelligence and
Data Science",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK","Artificial Intelligence and
Data Science",ST,Gender-Neutral,123840,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Artificial Intelligence and
Data Science",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK","Artificial Intelligence and
Data Science",NT,Gender-Neutral,80231,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Artificial Intelligence and
Data Science",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK","Artificial Intelligence and
Data Science",NT,Female-Only,77622,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Artificial Intelligence and
Data Science",Maharashtra
"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK","Artificial Intelligence and
Data Science",NT,Female-Only,89217,"PUNE VIDYARTHI GRIHA’S COLLEGE OF ENGINEERING & SHRIKRUSHNA
S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK - Artificial Intelligence and
Data Science",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Civil Engineering,Open,Gender-Neutral,141771,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Civil Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Civil Engineering,Open,Female-Only,138417,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Civil Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Computer Engineering,Open,Gender-Neutral,49546,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Computer Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Computer Engineering,SC,Gender-Neutral,86932,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Computer Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Computer Engineering,VJ,Gender-Neutral,56477,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Computer Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Computer Engineering,OBC,Gender-Neutral,51292,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Computer Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Computer Engineering,Open,Female-Only,46729,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Computer Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Computer Engineering,OBC,Female-Only,48894,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Computer Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Computer Engineering,ST,Gender-Neutral,123028,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Computer Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Computer Engineering,NT,Gender-Neutral,53603,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Computer Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Computer Engineering,NT,Female-Only,80002,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Computer Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Computer Engineering,NT,Female-Only,121435,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Computer Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Electrical Engineering,Open,Gender-Neutral,121032,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Electrical Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Electrical Engineering,SC,Gender-Neutral,141775,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Electrical Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Electrical Engineering,OBC,Gender-Neutral,131518,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Electrical Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Electrical Engineering,Open,Female-Only,106043,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Electrical Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Electrical Engineering,OBC,Female-Only,128394,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Electrical Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Electrical Engineering,NT,Female-Only,116115,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Electrical Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik","Electronics and
Telecommunication Engg",Open,Gender-Neutral,75241,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Electronics and
Telecommunication Engg",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik","Electronics and
Telecommunication Engg",SC,Gender-Neutral,129407,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Electronics and
Telecommunication Engg",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,76046,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Electronics and
Telecommunication Engg",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik","Electronics and
Telecommunication Engg",Open,Female-Only,70862,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Electronics and
Telecommunication Engg",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik","Electronics and
Telecommunication Engg",OBC,Female-Only,74995,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Electronics and
Telecommunication Engg",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik","Electronics and
Telecommunication Engg",SC,Female-Only,106594,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Electronics and
Telecommunication Engg",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik","Electronics and
Telecommunication Engg",NT,Female-Only,115651,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Electronics and
Telecommunication Engg",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Mechanical Engineering,Open,Gender-Neutral,118400,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Mechanical Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Mechanical Engineering,NT,Gender-Neutral,142166,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Mechanical Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Mechanical Engineering,OBC,Gender-Neutral,130167,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Mechanical Engineering",Maharashtra
"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik",Mechanical Engineering,Open,Female-Only,132336,"Sandip Foundation's, Sandip Institute of Engineering & Management,
Nashik - Mechanical Engineering",Maharashtra
"Vardhaman Education & Welfare Society, Ahinsa Institute of
Technology, Post. Dondaicha,  Dhule",Computer Technology,Open,Gender-Neutral,109289,"Vardhaman Education & Welfare Society, Ahinsa Institute of
Technology, Post. Dondaicha,  Dhule - Computer Technology",Maharashtra
"Vardhaman Education & Welfare Society, Ahinsa Institute of
Technology, Post. Dondaicha,  Dhule",Computer Technology,Open,Female-Only,100598,"Vardhaman Education & Welfare Society, Ahinsa Institute of
Technology, Post. Dondaicha,  Dhule - Computer Technology",Maharashtra
"Vardhaman Education & Welfare Society, Ahinsa Institute of
Technology, Post. Dondaicha,  Dhule",Electrical Engineering,Open,Gender-Neutral,143145,"Vardhaman Education & Welfare Society, Ahinsa Institute of
Technology, Post. Dondaicha,  Dhule - Electrical Engineering",Maharashtra
"Vardhaman Education & Welfare Society, Ahinsa Institute of
Technology, Post. Dondaicha,  Dhule",Electrical Engineering,Open,Female-Only,142943,"Vardhaman Education & Welfare Society, Ahinsa Institute of
Technology, Post. Dondaicha,  Dhule - Electrical Engineering",Maharashtra
"Vardhaman Education & Welfare Society, Ahinsa Institute of
Technology, Post. Dondaicha,  Dhule",Mechanical Engineering,Open,Gender-Neutral,142979,"Vardhaman Education & Welfare Society, Ahinsa Institute of
Technology, Post. Dondaicha,  Dhule - Mechanical Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,Open,Gender-Neutral,89486,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Civil Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,OBC,Gender-Neutral,116716,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Civil Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,Open,Female-Only,125709,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Civil Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Civil Engineering,NT,Gender-Neutral,112985,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Civil Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,Open,Gender-Neutral,87425,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,SC,Gender-Neutral,127029,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,VJ,Gender-Neutral,137814,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,NT,Gender-Neutral,111595,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,OBC,Gender-Neutral,99898,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,Open,Female-Only,84688,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,OBC,Female-Only,97585,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,SC,Female-Only,127814,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,NT,Female-Only,112586,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,NT,Gender-Neutral,107308,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,NT,Gender-Neutral,88754,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,NT,Female-Only,95099,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,NT,Female-Only,89247,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Computer Engineering,Open,Gender-Neutral,100167,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Computer Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,Open,Gender-Neutral,106476,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Electrical Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,SC,Gender-Neutral,130344,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Electrical Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Electrical Engineering,OBC,Gender-Neutral,133549,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Electrical Engineering",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar","Electronics and
Telecommunication Engg",Open,Gender-Neutral,102057,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Electronics and
Telecommunication Engg",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar","Electronics and
Telecommunication Engg",SC,Gender-Neutral,135804,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Electronics and
Telecommunication Engg",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,131753,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Electronics and
Telecommunication Engg",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar","Electronics and
Telecommunication Engg",Open,Female-Only,119989,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Electronics and
Telecommunication Engg",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar","Electronics and
Telecommunication Engg",OBC,Female-Only,121849,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Electronics and
Telecommunication Engg",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar","Electronics and
Telecommunication Engg",NT,Gender-Neutral,109397,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Electronics and
Telecommunication Engg",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar","Electronics and
Telecommunication Engg",NT,Gender-Neutral,122330,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Electronics and
Telecommunication Engg",Maharashtra
"Adsul's Technical Campus, Chas Dist. Ahmednagar",Mechanical Engineering,Open,Gender-Neutral,139613,"Adsul's Technical Campus, Chas Dist. Ahmednagar - Mechanical Engineering",Maharashtra
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Civil Engineering,Open,Gender-Neutral,132623,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. - Civil Engineering",Maharashtra
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.","Computer Science and
Engineering",Open,Gender-Neutral,85799,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. - Computer Science and
Engineering",Maharashtra
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.","Computer Science and
Engineering",SC,Gender-Neutral,133467,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. - Computer Science and
Engineering",Maharashtra
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.","Computer Science and
Engineering",VJ,Gender-Neutral,109160,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. - Computer Science and
Engineering",Maharashtra
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.","Computer Science and
Engineering",OBC,Gender-Neutral,90870,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. - Computer Science and
Engineering",Maharashtra
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.","Computer Science and
Engineering",Open,Female-Only,83160,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. - Computer Science and
Engineering",Maharashtra
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.","Computer Science and
Engineering",OBC,Female-Only,87937,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. - Computer Science and
Engineering",Maharashtra
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.","Computer Science and
Engineering",SC,Female-Only,125447,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. - Computer Science and
Engineering",Maharashtra
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.","Computer Science and
Engineering",ST,Gender-Neutral,123112,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. - Computer Science and
Engineering",Maharashtra
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Electrical Engineering,Open,Gender-Neutral,131323,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. - Electrical Engineering",Maharashtra
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Electrical Engineering,OBC,Gender-Neutral,136738,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. - Electrical Engineering",Maharashtra
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Electrical Engineering,Open,Female-Only,118056,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. - Electrical Engineering",Maharashtra
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Mechanical Engineering,Open,Gender-Neutral,139748,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha. - Mechanical Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Civil Engineering,Open,Gender-Neutral,128225,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Civil Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Civil Engineering,SC,Gender-Neutral,130335,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Civil Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Civil Engineering,OBC,Gender-Neutral,139130,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Civil Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Civil Engineering,Open,Female-Only,104527,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Civil Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Civil Engineering,OBC,Female-Only,108882,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Civil Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Civil Engineering,NT,Gender-Neutral,137228,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Civil Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,Open,Gender-Neutral,51455,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Computer Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,SC,Gender-Neutral,96588,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Computer Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,VJ,Gender-Neutral,69977,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Computer Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,NT,Gender-Neutral,71380,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Computer Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,OBC,Gender-Neutral,53418,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Computer Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,Open,Female-Only,45684,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Computer Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,OBC,Female-Only,51053,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Computer Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,SC,Female-Only,84677,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Computer Engineering",Maharashtra
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti","Artificial Intelligence (AI)
and Data Science",Open,Gender-Neutral,77342,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati
Shivaji Maharaj College of Engineering, Nepti - Artificial Intelligence (AI)
and Data Science",Maharashtra
